NAME_ENGL,ISO3_CODE,group,indNum,indicator,val,url,check
Bangladesh,BGD,group1,1,indicator_A,14.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belgium,BEL,group1,1,indicator_A,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Burkina Faso,BFA,group1,1,indicator_A,28.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bulgaria,BGR,group1,1,indicator_A,25.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bahrain,BHR,group1,1,indicator_A,16.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Burundi,BDI,group1,1,indicator_A,29.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Benin,BEN,group1,1,indicator_A,17.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Saint Barthélemy,BLM,group1,1,indicator_A,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bermuda,BMU,group1,1,indicator_A,13.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Brunei,BRN,group1,1,indicator_A,17.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bolivia,BOL,group1,1,indicator_A,36.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
"Bonaire, Sint Eustatius and Saba",BES,group1,1,indicator_A,34.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Brazil,BRA,group1,1,indicator_A,23.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
China,CHN,group1,1,indicator_A,22.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bahamas,BHS,group1,1,indicator_A,27.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bhutan,BTN,group1,1,indicator_A,41.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bouvet Island,BVT,group1,1,indicator_A,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Botswana,BWA,group1,1,indicator_A,23.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belarus,BLR,group1,1,indicator_A,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belize,BLZ,group1,1,indicator_A,25.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Colombia,COL,group1,1,indicator_A,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Clipperton Island,CPT,group1,1,indicator_A,36.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Costa Rica,CRI,group1,1,indicator_A,30.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Greenland,GRL,group1,1,indicator_A,44.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Gambia,GMB,group1,1,indicator_A,23.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Guinea,GIN,group1,1,indicator_A,37.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
United Arab Emirates,ARE,group1,2,indicator_B,43.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Afghanistan,AFG,group1,2,indicator_B,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Antigua and Barbuda,ATG,group1,2,indicator_B,21.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Anguilla,AIA,group1,2,indicator_B,41.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Albania,ALB,group1,2,indicator_B,16.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Armenia,ARM,group1,2,indicator_B,29.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Angola,AGO,group1,2,indicator_B,27.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Argentina,ARG,group1,2,indicator_B,21.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
American Samoa,ASM,group1,2,indicator_B,29.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Austria,AUT,group1,2,indicator_B,55.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cuba,CUB,group1,2,indicator_B,18.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cape Verde,CPV,group1,2,indicator_B,21.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Curaçao,CUW,group1,2,indicator_B,20.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Antarctica,ATA,group1,2,indicator_B,41.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Andorra,AND,group1,2,indicator_B,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Christmas Island,CXR,group1,2,indicator_B,29.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cyprus,CYP,group1,2,indicator_B,33.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Czechia,CZE,group1,2,indicator_B,39.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cameroon,CMR,group1,2,indicator_B,18.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Australia,AUS,group1,2,indicator_B,20.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Aruba,ABW,group1,2,indicator_B,5.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Azerbaijan,AZE,group1,2,indicator_B,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bosnia and Herzegovina,BIH,group1,2,indicator_B,13.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Barbados,BRB,group1,2,indicator_B,30.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bangladesh,BGD,group1,2,indicator_B,26.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belgium,BEL,group1,2,indicator_B,29.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Burkina Faso,BFA,group1,2,indicator_B,22.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bulgaria,BGR,group1,2,indicator_B,26.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bahrain,BHR,group1,2,indicator_B,44.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Burundi,BDI,group1,2,indicator_B,25.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Benin,BEN,group1,2,indicator_B,18.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Saint Barthélemy,BLM,group1,2,indicator_B,24.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bermuda,BMU,group1,2,indicator_B,30.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Brunei,BRN,group1,2,indicator_B,34.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bolivia,BOL,group1,2,indicator_B,51.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
"Bonaire, Sint Eustatius and Saba",BES,group1,2,indicator_B,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Brazil,BRA,group1,2,indicator_B,34.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
China,CHN,group1,2,indicator_B,33.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bahamas,BHS,group1,2,indicator_B,16.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bhutan,BTN,group1,2,indicator_B,16.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bouvet Island,BVT,group1,2,indicator_B,23.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Botswana,BWA,group1,2,indicator_B,33.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belarus,BLR,group1,2,indicator_B,16.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belize,BLZ,group1,2,indicator_B,41.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Colombia,COL,group1,2,indicator_B,26.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Clipperton Island,CPT,group1,2,indicator_B,46.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Costa Rica,CRI,group1,2,indicator_B,27.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Greenland,GRL,group1,2,indicator_B,24.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Gambia,GMB,group1,2,indicator_B,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Guinea,GIN,group1,2,indicator_B,37.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
United Arab Emirates,ARE,group1,3,indicator_C,39.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Afghanistan,AFG,group1,3,indicator_C,18.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Antigua and Barbuda,ATG,group1,3,indicator_C,41.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Anguilla,AIA,group1,3,indicator_C,26.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Albania,ALB,group1,3,indicator_C,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Armenia,ARM,group1,3,indicator_C,24.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Angola,AGO,group1,3,indicator_C,30.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Argentina,ARG,group1,3,indicator_C,17.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
American Samoa,ASM,group1,3,indicator_C,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Austria,AUT,group1,3,indicator_C,13.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cuba,CUB,group1,3,indicator_C,27.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cape Verde,CPV,group1,3,indicator_C,30.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Curaçao,CUW,group1,3,indicator_C,18.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Antarctica,ATA,group1,3,indicator_C,45.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Andorra,AND,group1,3,indicator_C,1.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Christmas Island,CXR,group1,3,indicator_C,33.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cyprus,CYP,group1,3,indicator_C,36.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Czechia,CZE,group1,3,indicator_C,33.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cameroon,CMR,group1,3,indicator_C,39.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Australia,AUS,group1,3,indicator_C,38.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Aruba,ABW,group1,3,indicator_C,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Azerbaijan,AZE,group1,3,indicator_C,20.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bosnia and Herzegovina,BIH,group1,3,indicator_C,36.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Barbados,BRB,group1,3,indicator_C,21.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bangladesh,BGD,group1,3,indicator_C,27.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belgium,BEL,group1,3,indicator_C,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Burkina Faso,BFA,group1,3,indicator_C,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bulgaria,BGR,group1,3,indicator_C,22.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bahrain,BHR,group1,3,indicator_C,40.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Burundi,BDI,group1,3,indicator_C,5.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Benin,BEN,group1,3,indicator_C,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Saint Barthélemy,BLM,group1,3,indicator_C,20.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bermuda,BMU,group1,3,indicator_C,23.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Brunei,BRN,group1,3,indicator_C,23.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bolivia,BOL,group1,3,indicator_C,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
"Bonaire, Sint Eustatius and Saba",BES,group1,3,indicator_C,20.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Brazil,BRA,group1,3,indicator_C,34.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
China,CHN,group1,3,indicator_C,13.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bahamas,BHS,group1,3,indicator_C,20.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bhutan,BTN,group1,3,indicator_C,26.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bouvet Island,BVT,group1,3,indicator_C,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Botswana,BWA,group1,3,indicator_C,15.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belarus,BLR,group1,3,indicator_C,18.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belize,BLZ,group1,3,indicator_C,37.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Colombia,COL,group1,3,indicator_C,38.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Clipperton Island,CPT,group1,3,indicator_C,41.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Costa Rica,CRI,group1,3,indicator_C,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Greenland,GRL,group1,3,indicator_C,27.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Gambia,GMB,group1,3,indicator_C,46.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Guinea,GIN,group1,3,indicator_C,13.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
United Arab Emirates,ARE,group2,4,indicator_D,21.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Afghanistan,AFG,group2,4,indicator_D,36.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Antigua and Barbuda,ATG,group2,4,indicator_D,25.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Anguilla,AIA,group2,4,indicator_D,28.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Albania,ALB,group2,4,indicator_D,42.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Armenia,ARM,group2,4,indicator_D,22.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Angola,AGO,group2,4,indicator_D,39.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Argentina,ARG,group2,4,indicator_D,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
American Samoa,ASM,group2,4,indicator_D,24.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Austria,AUT,group2,4,indicator_D,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cuba,CUB,group2,4,indicator_D,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cape Verde,CPV,group2,4,indicator_D,30.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Curaçao,CUW,group2,4,indicator_D,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Antarctica,ATA,group2,4,indicator_D,45.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Andorra,AND,group2,4,indicator_D,35.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Christmas Island,CXR,group2,4,indicator_D,39.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cyprus,CYP,group2,4,indicator_D,30.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Czechia,CZE,group2,4,indicator_D,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Cameroon,CMR,group2,4,indicator_D,11.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Australia,AUS,group2,4,indicator_D,40.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Aruba,ABW,group2,4,indicator_D,17.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Azerbaijan,AZE,group2,4,indicator_D,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bosnia and Herzegovina,BIH,group2,4,indicator_D,31.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Barbados,BRB,group2,4,indicator_D,43.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bangladesh,BGD,group2,4,indicator_D,41.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Belgium,BEL,group2,4,indicator_D,39.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Burkina Faso,BFA,group2,4,indicator_D,57.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bulgaria,BGR,group2,4,indicator_D,40.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bahrain,BHR,group2,4,indicator_D,28.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Burundi,BDI,group2,4,indicator_D,19.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Benin,BEN,group2,4,indicator_D,40.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Saint Barthélemy,BLM,group2,4,indicator_D,27.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bermuda,BMU,group2,4,indicator_D,34.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Brunei,BRN,group2,4,indicator_D,15.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bolivia,BOL,group2,4,indicator_D,28.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
"Bonaire, Sint Eustatius and Saba",BES,group2,4,indicator_D,44.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Brazil,BRA,group2,4,indicator_D,14.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
China,CHN,group2,4,indicator_D,28.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bahamas,BHS,group2,4,indicator_D,6.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bhutan,BTN,group2,4,indicator_D,24.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Bouvet Island,BVT,group2,4,indicator_D,26.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
Botswana,BWA,group2,4,indicator_D,33.8235294117647,https://www.eui.eu/research-hub?id=gifi-global-initiative-on-the-future-of-the-internet-,check
